category,name,url,location,description,type,source,phone,email,address
Wellness & Spa Services,Atmanjai Wellness,https://www.atmanjai.com/,Phuket,"Detox, yoga, and fitness retreat",,,,,
Wellness & Spa Services,Wat Suan Mokkh,https://www.suanmokkh.org/,Surat Thani,10-day silent meditation retreat,,,,,
Wellness & Spa Services,Doi Suthep Meditation,https://www.doisuthep.com/,Chiang Mai,Temple meditation and mindfulness,,,,,
Wellness & Spa Services,International Dhamma Hermitage,https://www.suanmokkh.org/,Surat Thani,Buddhist meditation retreat center,,,,,
Wellness & Spa Services,Wat Mahathat Meditation,https://www.watmahathat.com/,Bangkok,Vipassana meditation in central Bangkok,,,,,
Wellness & Spa Services,Peace Revolution,https://www.peacerevolution.net/,Multiple,Free meditation and inner peace programs,,,,,
Wellness & Spa Services,Dhamma Kancana Vipassana,https://www.dhamma.org/,Kanchanaburi,10-day Vipassana meditation courses,,,,,
Wellness & Spa Services,Wat Pa Tam Wua,https://www.watpatamwua.com/,Mae Hong Son,Forest monastery meditation retreat,,,,,
Wellness & Spa Services,RAKxa Integrative Wellness,https://rakxawellness.com,"1/1 Moo 6, Bang Nam Phueng, Phra Pradaeng, Samut Prakan 10130",,,xlsx-tirak-vendors,+66 2 055 3100,info@rakxawellness.com,"1/1 Moo 6, Bang Nam Phueng, Phra Pradaeng, Samut Prakan 10130"
Wellness & Spa Services,Layan Life by Anantara,https://layanlifephuket.com,"168 Moo 6, Layan Beach Soi 4, Cherngtalay, Thalang District, Phuket 83110",,,xlsx-tirak-vendors,+66 76 317 210,layanlife@anantara.com,"168 Moo 6, Layan Beach Soi 4, Cherngtalay, Thalang District, Phuket 83110"
Wellness & Spa Services,The Spa Resorts,https://thesparesorts.com,"171/2 Moo 4, Tambon Maret, Koh Samui, Surat Thani 84310",,,xlsx-tirak-vendors,+66 62 831 8888,thespa@thesparesorts.com,"171/2 Moo 4, Tambon Maret, Koh Samui, Surat Thani 84310"
Wellness & Spa Services,Wonderland Healing Center,https://wonderlandhc.com,"77/7 Moo 3, Koh Phangan, Surat Thani 84280",,,xlsx-tirak-vendors,+66 77 377 377,info@wonderlandhc.com,"77/7 Moo 3, Koh Phangan, Surat Thani 84280"
Wellness & Spa Services,Wara Cheewa Spa (Four Seasons),https://fourseasons.com,"502 Moo 1, Mae Rim-Samoeng Old Road, Mae Rim, Chiang Mai 50180",,,xlsx-tirak-vendors,+66 53 298 181,spa.chiangmai@fourseasons.com,"502 Moo 1, Mae Rim-Samoeng Old Road, Mae Rim, Chiang Mai 50180"
Wellness & Spa Services,Opium Spa at The Siam,https://thesiamhotel.com,"3/2 Thanon Khao, Vachirapayabal, Dusit, Bangkok 10300",,,xlsx-tirak-vendors,+66 2 206 6999,spa@thesiamhotel.com,"3/2 Thanon Khao, Vachirapayabal, Dusit, Bangkok 10300"
