category,name,url,location,description,type,source,phone,email,address
Food & Culinary Operators,Soul Food Mahanakorn,https://www.soulfoodmahanakorn.com/,Bangkok,Elevated Thai comfort food and cocktails,,,,,
Food & Culinary Operators,Supanniga Eating Room,https://www.supannigaeatingroom.com/,Bangkok,Eastern Thai home-cooking restaurant,,,+66 91 774 9808,reservation@supannigagroup.com,"160/11 Soi Sukhumvit 55 (Thonglor), Watthana, Bangkok 10110"
Food & Culinary Operators,Issaya Siamese Club,https://www.issaya.com/,Bangkok,Chef Ian Kittichai's innovative Thai,,,,,
Food & Culinary Operators,Namsaah Bottling Trust,https://www.namsaah.com/,Bangkok,Thai tapas and craft cocktails,,,,,
Food & Culinary Operators,Cabbages & Condoms,https://www.cabbagesandcondoms.com/,Bangkok,Iconic restaurant supporting social causes,,,,,
Food & Culinary Operators,Ruen Mallika,https://www.ruenmallika.com/,Bangkok,Traditional Thai restaurant in heritage house,,,,,
Food & Culinary Operators,Baan Khanitha,https://www.baankhanitha.com/,Bangkok,Classic Thai fine dining since 1991,,,,,
Food & Culinary Operators,Khao Soi Khun Yai,https://www.khaosoi.com/,Chiang Mai,Legendary khao soi noodle shop,,,,,
Food & Culinary Operators,Krua Apsorn,https://www.kruaapsorn.com/,Bangkok,Royal-recipe Thai restaurant near Grand Palace,,,,,
Food & Culinary Operators,Tingly Thai Cooking School,https://tinglythaicookingschool.com,"17/1 Soi Prachum (Silom 22), Surawong Road, Bangrak, Bangkok 10500",,,xlsx-tirak-vendors,+66 86 903 2963,tinglythaicooking@hotmail.com,"17/1 Soi Prachum (Silom 22), Surawong Road, Bangrak, Bangkok 10500"
Food & Culinary Operators,Feast Thailand,https://feastthailand.com,"10 Naebkhehart Road, Hua Hin, Prachuap Khiri Khan 77110",,,xlsx-tirak-vendors,+66 32 510 207,info@feastthailand.com,"10 Naebkhehart Road, Hua Hin, Prachuap Khiri Khan 77110"
Food & Culinary Operators,Mia Restaurant,https://miarestaurantbkk.com,"30 Attha Kawi 1 (Sukhumvit Soi 26), Khlong Tan, Khlong Toei, Bangkok 10110",,,xlsx-tirak-vendors,+66 98 862 9659,reservation@miarestaurantbkk.com,"30 Attha Kawi 1 (Sukhumvit Soi 26), Khlong Tan, Khlong Toei, Bangkok 10110"
Food & Culinary Operators,The Meatchop Butcher and Spirits,https://facebook.com/meatchopbkk,"1/4 Sala Daeng 1 Alley, Silom, Bang Rak, Bangkok 10500",,,xlsx-tirak-vendors,+66 2 033 2709,,"1/4 Sala Daeng 1 Alley, Silom, Bang Rak, Bangkok 10500"
Food & Culinary Operators,Factory Coffee HQ,https://factorybkk.com,"226/2 Pradit Manutham Rd, Phlabphla, Wang Thonglang, Bangkok 10310",,,xlsx-tirak-vendors,+66 94 217 4422,factorycoffee.bkk@gmail.com,"226/2 Pradit Manutham Rd, Phlabphla, Wang Thonglang, Bangkok 10310"
Food & Culinary Operators,Akha Ama Coffee,https://akhaamacoffee.com,"9/1 Mata Apartment, Hassadhisawee Rd, Soi 3, Chang Phuak, Chiang Mai 50300",,,xlsx-tirak-vendors,+66 86 915 8600,info@akhaama.com,"9/1 Mata Apartment, Hassadhisawee Rd, Soi 3, Chang Phuak, Chiang Mai 50300"
Food & Culinary Operators,Piri Piri Flaming Grill (Siam Paragon Branch),https://piripiriasia.com,"Siam Paragon Food Hall, 991 Rama I Rd, Pathum Wan, Bangkok 10330",Luxury shopping mall with entertainment and dining,,xlsx-tirak-vendors,+66 2 610 7554,info@piripiriasia.com,"Siam Paragon Food Hall, 991 Rama I Rd, Pathum Wan, Bangkok 10330"
Food & Culinary Operators,Vesper Cocktail Bar,https://vesperbar.co,"10/15 Convent Road, Silom, Bang Rak, Bangkok 10500",,,xlsx-tirak-vendors,+66 2 235 2777,bar.vesperbkk@gmail.com,"10/15 Convent Road, Silom, Bang Rak, Bangkok 10500"
Food & Culinary Operators,Embassy Room,https://hyatt.com,"Central Embassy, 88 Wireless Road, Pathumwan, Bangkok 10330",,,xlsx-tirak-vendors,+66 2 011 7431,embassyroom.bkk@hyatt.com,"Central Embassy, 88 Wireless Road, Pathumwan, Bangkok 10330"
Food & Culinary Operators,From Fresh Market to Wok: Thai Cooking wit...,https://www.cookly.me/cooking-class/bangkok/,Bangkok,Thai cooking school listed on cookly.me,,cookly-scraped,,,
Food & Culinary Operators,Vegetarian & Vegan,https://www.cookly.me/cooking-class/bangkok/veganvegetarian-option/,Bangkok,Thai cooking school listed on cookly.me,,cookly-scraped,,,
Food & Culinary Operators,Family-Friendly,https://www.cookly.me/cooking-class/bangkok/family-friendly/,Bangkok,Thai cooking school listed on cookly.me,,cookly-scraped,,,
Food & Culinary Operators,Choose your own menu,https://www.cookly.me/cooking-class/bangkok/choose-your-own-menu/,Bangkok,Thai cooking school listed on cookly.me,,cookly-scraped,,,
Food & Culinary Operators,Farm & Garden Tours,https://www.cookly.me/cooking-class/bangkok/organic-gardenfarm-tour/,Bangkok,Thai cooking school listed on cookly.me,,cookly-scraped,,,
