category,name,url,location,description,type,source,phone,email,address
Leisure & Experience DMCs,TRAVELVAGO CO. LTD.,https://dmcfinder.com/listing/travelvago-co-ltd/,"Bangkok, Thailand",Thailand,Transport Services,dmcfinder.com,098 869 6819,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,Grand Sea Discovery,https://dmcfinder.com/listing/grand-sea-discovery-co-ltd/,"Koh Samui, Thailand",Thailand,Leisure Dmc,dmcfinder.com,+66 9419714585,info@dmcfinder.co.uk,"Koh Samui, Thailand"
Leisure & Experience DMCs,NNS Luxury Limousine,https://dmcfinder.com/listing/nns-luxury-limousine/,"Bangkok, Thailand",Thailand,Transport Services,dmcfinder.com,064 194 9666,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,Recreational Bangkok Biking,https://dmcfinder.com/listing/recreational-bangkok-biking-co-ltd/,"Bangkok, Thailand",Thailand,Leisure Dmc,dmcfinder.com,+66 02 107 2500,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,Vacay Thailand,https://dmcfinder.com/listing/vacay-thailand/,"Bangkok, Thailand",Thailand,Leisure Dmc,dmcfinder.com,086 342 9526,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,Laemsingh Villa 3,https://dmcfinder.com/listing/laemsingh-villa-3/,"Phuket, Thailand",Thailand,Venues,dmcfinder.com,,info@dmcfinder.co.uk,"Phuket, Thailand"
Leisure & Experience DMCs,Villa Baan Hen,https://dmcfinder.com/listing/villa-baan-hen/,"Phuket, Thailand",Thailand,Venues,dmcfinder.com,,info@dmcfinder.co.uk,"Phuket, Thailand"
Leisure & Experience DMCs,Villa Baan Paradise,https://dmcfinder.com/listing/villa-baan-paradise/,"Phuket, Thailand",Thailand,Venues,dmcfinder.com,,info@dmcfinder.co.uk,"Phuket, Thailand"
Leisure & Experience DMCs,Pra Nang Villa,https://dmcfinder.com/listing/pra-nang-villa/,"Phuket, Thailand",Thailand,Venues,dmcfinder.com,,info@dmcfinder.co.uk,"Phuket, Thailand"
Leisure & Experience DMCs,Yacht Phuket Trip,https://dmcfinder.com/listing/yacht-phuket-trip/,"Phuket, Thailand",Thailand,Leisure Dmc,dmcfinder.com,081 928 8240,info@dmcfinder.co.uk,"Phuket, Thailand"
Leisure & Experience DMCs,Tic Tours,https://dmcfinder.com/listing/tic-tours/,"Bangkok, Thailand",Thailand,Premium Dmc,dmcfinder.com,098957 5769,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,TAG Travel Asia,https://dmcfinder.com/listing/tag-travel-asia/,"Bangkok, Thailand",Thailand,Premium Dmc,dmcfinder.com,+66 2 115 5456,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,Royal Vacation Co. LTD,https://dmcfinder.com/listing/royal-vacation-co-ltd/,"Bangkok, Thailand",Thailand,Premium Dmc,dmcfinder.com,+66 2 282 3167,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,"Travools Services (Thailand) Co., Ltd",https://dmcfinder.com/listing/travools-services-thailand-co-ltd/,"Pattaya City, Thailand",Thailand,Premium Dmc,dmcfinder.com,097 254 9695,info@dmcfinder.co.uk,"Pattaya City, Thailand"
Leisure & Experience DMCs,M&M Excellence Asia,https://dmcfinder.com/listing/mm-excellence-asia/,"Phuket, Thailand",Thailand,Premium Dmc,dmcfinder.com,086 940 0379,info@dmcfinder.co.uk,"Phuket, Thailand"
Leisure & Experience DMCs,RedFox Events Co Ltd,https://dmcfinder.com/listing/redfox-events-co-ltd/,"Bangkok, Thailand",Thailand,Premium Dmc,dmcfinder.com,+66 2 108 5184,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,MUNDO NOMADA TRAVEL,https://dmcfinder.com/listing/mundo-nomada-travel/,"Bangkok, Thailand",Thailand,Premium Dmc,dmcfinder.com,082 051 7366,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,"Asia Travel and estate Co.,Ltd.",https://dmcfinder.com/listing/asia-travel-and-estate-co-ltd/,"Bangkok, Thailand",Thailand,Premium Dmc,dmcfinder.com,081 084 1259,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,Thai Sabai Life Co. Ltd. / Boost Incentive,https://dmcfinder.com/listing/thai-sabai-life-co-ltd-boost-incentive/,"Bangkok, Thailand",Thailand,Premium Dmc,dmcfinder.com,+66 2 012 3456,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,Phuket Event Company MICE  DMC Bangkok Thailand,https://dmcfinder.com/listing/phuket-event-company-mice-dmc-bangkok-thailand/,"Bangkok, Thailand",Thailand,Premium Dmc,dmcfinder.com,+66 65 749 5221,info@phuketeventcompany.com,"65/176 Laguna Park, Cherngtalay, Thalang District, Phuket 83110"
Leisure & Experience DMCs,DISCOVA,https://dmcfinder.com/listing/discova/,"Bangkok, Thailand",Thailand,Premium Dmc,dmcfinder.com,+66 2 318 8400,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,Asia Bespoke Tours,https://dmcfinder.com/listing/asia-bespoke-tours/,"Bangkok, Thailand",Thailand,Premium Dmc,dmcfinder.com,+66 2 222 3333,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,TAGG Travel,https://dmcfinder.com/listing/tagg-travel/,"Bangkok, Thailand",Thailand,Premium Dmc,dmcfinder.com,083 544 6644,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,Asian Trails,https://dmcfinder.com/listing/asian-trails/,"Bangkok, Thailand","DMC in Thailand, Vietnam, Cambodia, Laos, Indonesia, Malaysia, Singapore, Myanmar, China and Hong Kong",Premium Dmc,dmcfinder.com,+66 2 626 2000,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,8th Wave Events & Destinations,https://dmcfinder.com/listing/8th-wave-events-destinations/,"Bangkok, Thailand","We were incorporated in 2008 with Singapore as our base, and work with corporate clients & agencies as their preferred partner for Conferences, Incentive trips & Special Events Production across Asia Pacific.",Premium Dmc,dmcfinder.com,+66 2 105 4641,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,Asiaiza,https://dmcfinder.com/listing/asiaiza/,"Bangkok, Thailand",Thailand,Tour Operator Dmc,dmcfinder.com,,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,Meeting and Convention Planner Thailand,https://dmcfinder.com/listing/meeting-and-convention-planner-thailand/,"Bangkok, Thailand","Established in 1997, Meeting and Convention Planner (M&CP) is well-known for our innovative custom-designed programs for meetings, incentives, conferences and events (MICE) in Thailand.",Premium Dmc,dmcfinder.com,081 453 4316,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,CDM – Conference & Destination Management -EUROMIC Thailand,https://dmcfinder.com/listing/cdm-conference-destination-management-euromic-thailand/,"Bangkok, Thailand","euromic members are full -service DMCs who are able to handle your group travel needs completely, whether you are looking for an end-to-end incentive programme or a more a la carte approach.",Premium Dmc,dmcfinder.com,+66 02 965 8909,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,CDM-Conference & Destination Management,https://dmcfinder.com/listing/cdm-conference-destination-management/,"Bangkok, Thailand","Complete destination services for travel programs and administrative (PCO) services for meeting events. 30 years in business, reliable, creative, concise communication and flawless trip delivery.",Premium Dmc,dmcfinder.com,+66 02 965 8909,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,"Nouveau Siam Travel Co., LTD.",https://dmcfinder.com/listing/nouveau-siam-travel-co-ltd/,"Bangkok, Thailand",We are a Destination Management Company in Thailand. We specialise in every attractions and destination in Thailand from Southern to Northern Thailand with 20 years experience in the business.,Premium Dmc,dmcfinder.com,+66 02 965 8874,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,"GAT International Co.,Ltd.",https://dmcfinder.com/listing/gat-international-co-ltd/,"Bangkok, Thailand",,Premium Dmc,dmcfinder.com,089 897 7700,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,Asia World Enterprise,https://dmcfinder.com/listing/asia-world-ent/,"Bangkok, Thailand",Thailand,Tour Operator Dmc,dmcfinder.com,,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,Go Vacation,https://dmcfinder.com/listing/go-vacation/,"Bangkok, Thailand",Go Vacation is a total-service destination management company (DMC) with offices throughout - Thailand - Indonesia - Sri Lanka - Vietnam - Cambodia - India,Premium Dmc,dmcfinder.com,+66 2 267 1202,info@go-vacation.com,"25th Floor, Chartered Square Building, 152 N Sathon Rd, Silom, Bang Rak, Bangkok 10500"
Leisure & Experience DMCs,Ovation – Oriental Events,https://dmcfinder.com/listing/ovation-oriental-events/,"Bangkok, Thailand","Ovation Global DMC is a Destination Management Company. We have been servicing associations, corporations and agencies in 100+ destinations throughout Europe, Middle East, Africa, Asia, North America and South America for more than 25",Premium Dmc,dmcfinder.com,081 895 5664,info@dmcfinder.co.uk,"Bangkok, Thailand"
Leisure & Experience DMCs,The Sukhothai Bangkok,https://dmcfinder.com/listing/the-sukhothai-bangkok/,"Bangkok, thailand",The Sukhothai is an oasis in the heart of Bangkok’s Central Business district. Surrounded by 6 acres of lush tropical gardens and lotus ponds.,Tour Operator Dmc,dmcfinder.com,,info@dmcfinder.co.uk,"Bangkok, thailand"
Leisure & Experience DMCs,The Berkeley Hotel Pratunam,https://dmcfinder.com/listing/the-berkeley-hotel-pratunam/,"Bangkok, thailand","The Berkeley Hotel is located in the heart of Pratunam District, known for its local business area and the most famous shopping attractions in Bangkok and is easily accessible from the Airport link trains or the Expressway network.",Tour Operator Dmc,dmcfinder.com,+66 87 547 3936,info@dmcfinder.co.uk,"Bangkok, thailand"
Leisure & Experience DMCs,Sawaddi Patong REsort & Spa,https://dmcfinder.com/listing/sawaddi-patong-resort-spa/,"Phuket, thailand","Welcome to Sawaddi Patong Resort & Spa, an oasis of comfort and serenity in the heart of Phuket's liveliest and most happening beach location.",Tour Operator Dmc,dmcfinder.com,+66 81 824 0565,info@dmcfinder.co.uk,"Phuket, thailand"
Leisure & Experience DMCs,Renaissance Koh Samui Resort & Spa,https://dmcfinder.com/listing/renaissance-koh-samui-resort-spa/,"Koh Samui, thailand",WELCOME TO RENAISSANCE KOH SAMUI RESORT & SPA Your tropical oasis awaits at our hotel in Lamai Beach,Tour Operator Dmc,dmcfinder.com,+66 77 429 300,info@dmcfinder.co.uk,"Koh Samui, thailand"
Leisure & Experience DMCs,Avani+ Riverside Bangkok Hotel,https://dmcfinder.com/listing/avani-riverside-bangkok-hotel/,"Bangkok, thailand","Welcome to Avani+ Riverside Bangkok Hotel. From high above the city skyline, create your evening plans or start the day right – all in Avani+ style and comfort. Your best choice for a riverside hotel in Bangkok.",Tour Operator Dmc,dmcfinder.com,,info@dmcfinder.co.uk,"Bangkok, thailand"
Leisure & Experience DMCs,The Vijitt Resort Phuket,https://dmcfinder.com/listing/the-vijitt-resort-phuket/,"Phuket, thailand","The Vijitt Resort Phuket, a romantic retreat where peace and tranquility soothe the soul with breathtaking natural scenery all around, providing a romantic stay in contemporary private villas and creatively designed activities you never experience",Tour Operator Dmc,dmcfinder.com,+66 76 363 600,info@dmcfinder.co.uk,"Phuket, thailand"
Leisure & Experience DMCs,The Nature Phuket,https://dmcfinder.com/listing/the-nature-phuket/,"Phuket, thailand","The Nature Phuket, a contemporary 5-star resort near Patong Beach overlooking the Kalim Bay. Our stylish 300-room hotel is a tranquil sanctuary surrounded by the lush green nature, only 5 minutes drive to the vibrant beach, shopping and",Tour Operator Dmc,dmcfinder.com,+66 76 681 789,info@dmcfinder.co.uk,"Phuket, thailand"
Leisure & Experience DMCs,RAMA GARDENS HOTEL BANGKOK,https://dmcfinder.com/listing/rama-gardens-hotel-bangkok/,"Bangkok, thailand","Step into another world…into the tranquility of Bangkok’s most popular city resort. Here, amid 26 acres of manicured lawns and tropical plants, Rama Gardens offers a combination of elegant accommodation, fine dining, meeting facilities, and",Tour Operator Dmc,dmcfinder.com,,info@dmcfinder.co.uk,"Bangkok, thailand"
Leisure & Experience DMCs,THE REGENT CHAAM BEACH RESORT,https://dmcfinder.com/listing/the-regent-chaam-beach-resort/,"Cha-am, thailand","Spend your holiday on Thailand’s beautiful gulf coast, and enjoy spacious tropical landscapes while sunning yourself along Cha Am’s longest resort beachfront. Make The Regent Cha Am Beach Resort your holiday home away from home.”",Tour Operator Dmc,dmcfinder.com,+66 2 255 2818,info@dmcfinder.co.uk,"Cha-am, thailand"
Leisure & Experience DMCs,Banyan Tree Bangkok,https://dmcfinder.com/listing/banyan-tree-bangkok/,"Bangkok, thailand",Simply the most exhilarating way to experience Bangkok.,Tour Operator Dmc,dmcfinder.com,,info@dmcfinder.co.uk,"Bangkok, thailand"
Leisure & Experience DMCs,Angsana  Laguna  Phuket,https://dmcfinder.com/listing/angsana-laguna-phuket/,"Phuket, thailand","Set along the shores of Phuket’s Bang Tao Bay in the island’s northwest, our Angsana Laguna Phuket beachfront resort is a part of Asia’s first integrated resort, Laguna Phuket.",Tour Operator Dmc,dmcfinder.com,+66 82 629 1321,info@dmcfinder.co.uk,"Phuket, thailand"
Leisure & Experience DMCs,Royal Cliff Hotels Group,https://dmcfinder.com/listing/royal-cliff-hotels-group/,"Pattaya City, thailand","Royal Cliff Hotels Group is one of the top resort convention in Thailand with over 220 awards to date. The group consists of 4 luxury hotels and a state of the art convention centre, Pattaya Exhibition and Convention Hall (PEACH).",Tour Operator Dmc,dmcfinder.com,+66 38 250 421,info@dmcfinder.co.uk,"Pattaya City, thailand"
Leisure & Experience DMCs,Anantara Hua Hin Resort,https://dmcfinder.com/listing/anantara-hua-hin-resort/,"Hua Hin, thailand","Only a few hours’ drive south of Bangkok, Hua Hin is the setting of the first Anantara, a multi award-winning resort among Hua Hin hotels, that has inspired dozens more around the globe.",Tour Operator Dmc,dmcfinder.com,+66 32 520 250,info@dmcfinder.co.uk,"Hua Hin, thailand"
Leisure & Experience DMCs,Novotel Phuket Resort,https://dmcfinder.com/listing/novotel-phuket-resort/,"Pa Tong, thailand","Of all the 4 star hotels in Patong beach, the Novotel Phuket Resort stands out as having the best sea view. Novotel Phuket is the resort of choice for guests looking to escape everyday life for some much-needed peace of mind.",Tour Operator Dmc,dmcfinder.com,+66 76 342 777,info@dmcfinder.co.uk,"Pa Tong, thailand"
Leisure & Experience DMCs,Hotel Nikko Bangkok,https://dmcfinder.com/listing/hotel-nikko-bangkok/,"Bangkok, thailand",Hotel Nikko Bangkok is managed by Okura-Nikko Hotel Management Company which operates high-grade hotels throughout Japan and major cities around the world under the brand name of Nikko Hotels International.,Tour Operator Dmc,dmcfinder.com,,info@dmcfinder.co.uk,"Bangkok, thailand"
Leisure & Experience DMCs,Royal Orchid Sheraton Hotel & Towers,https://dmcfinder.com/listing/royal-orchid-sheraton-hotel-towers/,"Bangkok, thailand",Experience refined luxury and travel smart at Royal Orchid Sheraton Hotel & Towers. Discover our five-star hotel haven on the enchanting Chao Phraya River in vibrant Bangkok. Delight in our location opposite ICON Siam and next to the River Cruise,Tour Operator Dmc,dmcfinder.com,+66 61 415 9680,info@dmcfinder.co.uk,"Bangkok, thailand"
Leisure & Experience DMCs,AMBASSADOR HOTEL BANGKOK,https://dmcfinder.com/listing/ambassador-hotel-bangkok/,"Bangkok, thailand","Centrally located with easy access to the Skytrain and Subway, Ambassador Bangkok is an ideal location for staying and all kinds of meetings.",Tour Operator Dmc,dmcfinder.com,,info@dmcfinder.co.uk,"Bangkok, thailand"
Leisure & Experience DMCs,Prince Palace Hotel,https://dmcfinder.com/listing/prince-palace-hotel/,"Bangkok, thailand",A PALACE hotel with rich history,Tour Operator Dmc,dmcfinder.com,+66 89 447 7082,info@dmcfinder.co.uk,"Bangkok, thailand"
Leisure & Experience DMCs,Kata Sea Breeze Resort,https://dmcfinder.com/listing/kata-sea-breeze-resort/,"Phuket, thailand",A fabulous 3.5* plus resort offering great value for money accommodation and MICE market opportunities. A member of TICA and TCEB Thailand,Tour Operator Dmc,dmcfinder.com,+66 76 609 088,info@dmcfinder.co.uk,"Phuket, thailand"
Leisure & Experience DMCs,Beach Republic,https://dmcfinder.com/listing/beach-republic/,"Ko Samui, thailand","42 luxury suites and private pool villas located on beach fronted paradise in Koh Samui, Thailand",Tour Operator Dmc,dmcfinder.com,+66 92 264 2910,info@dmcfinder.co.uk,"Ko Samui, thailand"
Leisure & Experience DMCs,Devasom Khao Lak Beach Resort & Villas,https://dmcfinder.com/listing/devasom-khao-lak-beach-resort-villas/,"Phang-nga, thailand","Set in naturally beautiful surrounds, Devasom Khao Lak is the perfect place for a relaxing beachfront escape. A stay here will indulge the senses and ensure the warm hospitality that Thailand is famous for",Tour Operator Dmc,dmcfinder.com,+66 81 728 8948,info@dmcfinder.co.uk,"Phang-nga, thailand"
Leisure & Experience DMCs,Anantara Bophut Koh Samui Resort,https://dmcfinder.com/listing/anantara-bophut-koh-samui-resort/,"Koh Samui, thailand",,Tour Operator Dmc,dmcfinder.com,+66 62 142 6516,info@dmcfinder.co.uk,"Koh Samui, thailand"
Leisure & Experience DMCs,Mode Sathorn Hotel,https://dmcfinder.com/listing/mode-sathorn-hotel/,"Bangkok, thailand","Check your fashionable lifestyle into this stylish hotel. Our 201 fashionable rooms in six categories, complemented with a spa, infinity-edge pool, rooftop bar, all-day dining and stylish meetings/events venues, in the commercial heart of Bangkok, steps",Tour Operator Dmc,dmcfinder.com,+66 2 623 4555,info@dmcfinder.co.uk,"Bangkok, thailand"
Leisure & Experience DMCs,Siam Niramit Phuket,https://siamniramitphuket.com,"55/81 Moo 5 Chalermprakiat Road, Rassada, Mueang Phuket 83000",World-class cultural show about Thai history,,xlsx-tirak-vendors,+66 76 335 000,reservationphuket@siamniramit.com,"55/81 Moo 5 Chalermprakiat Road, Rassada, Mueang Phuket 83000"
Leisure & Experience DMCs,The Tuk Tuk Club,https://thetuktukclub.com,"Chiang Mai, Thailand",,,xlsx-tirak-vendors,+66 53 285 556,bookings@thetuktukclub.com,"Chiang Mai, Thailand"
Leisure & Experience DMCs,"TIC Holidays Co., Ltd",https://tictours.com,"393 Click Denim Bldg, 3rd Floor, Sukhumvit-63, Bangkok 10110",,,xlsx-tirak-vendors,+66 82 720 0090,ticholidays@tictours.com,"393 Click Denim Bldg, 3rd Floor, Sukhumvit-63, Bangkok 10110"
Leisure & Experience DMCs,LJ Biz,https://lets-tour-bangkok.com,"40/83 Sailom Home Office, Soi Intramara 8, Suthisan Rd, Bangkok 10400",,,xlsx-tirak-vendors,+66 2 616 6007,info@lets-tour-bangkok.com,"40/83 Sailom Home Office, Soi Intramara 8, Suthisan Rd, Bangkok 10400"
Leisure & Experience DMCs,DTH Travel (formerly Diethelm),https://dth.travel,,,,xlsx-tirak-vendors-sheet2,+66 2 660 7000,,
Leisure & Experience DMCs,Phoenix Voyages,https://phoenixvoyages.com,,,,xlsx-tirak-vendors-sheet2,+66 2 650 9040,,
