category,name,url,location,description,type,source,phone,email,address
Boutique Hotels & Hostels,Siripanna Villa Resort,https://www.siripanna.com/,Chiang Mai,Lanna-inspired boutique resort,,,,,
Boutique Hotels & Hostels,137 Pillars House,https://www.137pillarshotels.com/,"Chiang Mai, Bangkok",Heritage luxury boutique hotels,,,,,
Boutique Hotels & Hostels,Rachamankha Hotel,https://www.rachamankha.com/,Chiang Mai,Lanna architecture boutique hotel,,,,,
Boutique Hotels & Hostels,Na Nirand Romantic Boutique,https://www.nanirand.com/,Chiang Mai,Riverside romantic boutique resort,,,,,
Boutique Hotels & Hostels,Ping Nakara Boutique Hotel,https://www.pingnakara.com/,Chiang Mai,Colonial Lanna boutique hotel,,,,,
Boutique Hotels & Hostels,Akyra Manor Chiang Mai,https://www.theakyra.com/,Chiang Mai,Small luxury hotel in Nimman,,,,,
Boutique Hotels & Hostels,Baan Krating Phuket,https://www.baankrating.com/,Phuket,Jungle boutique resort,,,,,
Boutique Hotels & Hostels,The Siam Hotel,https://www.thesiamhotel.com/,Bangkok,Ultra-luxury riverside boutique hotel,,,,,
Boutique Hotels & Hostels,Ariyasom Villa,https://www.ariyasom.com/,Bangkok,Heritage boutique wellness hotel,,,,,
Boutique Hotels & Hostels,Cabochon Hotel,https://www.cabochonhotel.com/,Bangkok,Art Deco boutique in heritage district,,,,,
Boutique Hotels & Hostels,Hotel Muse Bangkok,https://www.hotelmusebangkok.com/,Bangkok,Luxury lifestyle boutique hotel,,,,,
Boutique Hotels & Hostels,Collective Hospitality,https://collectivehospitality.com/,Multiple,Hostel group with properties across Thailand,,,,,
Boutique Hotels & Hostels,Koh Tao Hostel,https://www.kohtaohostel.com/,Koh Tao,Backpacker hostel on dive island,,,,,
Boutique Hotels & Hostels,Feung Nakorn Balcony,https://www.feungnakorn.com/,Bangkok,Heritage boutique in old town,,,,,
Boutique Hotels & Hostels,Praya Palazzo,https://www.prayapalazzo.com/,Bangkok,Riverside heritage boutique hotel,,,,,
Boutique Hotels & Hostels,Riva Surya Bangkok,https://www.rivasurya.com/,Bangkok,Contemporary riverside boutique,,,,,
Boutique Hotels & Hostels,Maison Dalabua,https://www.maisondalabua.com/,Bangkok,French-Thai boutique hotel,,,,,
Boutique Hotels & Hostels,Inn A Day Bangkok,https://www.innaday.com/,Bangkok,Heritage riverside boutique hotel,,,,,
Boutique Hotels & Hostels,Chillax Heritage Bangkok,https://www.hotelsbkk.com/chillax-heritage-hotel-khaosan/,Thailand,,,google-verified,,,
Boutique Hotels & Hostels,Tara Mantra Cha-Am,https://taramantra-chaam.com/,Thailand,,,google-verified,,,
Boutique Hotels & Hostels,Makkasan Hostel Bangkok,https://www.mercurebangkokmakkasan.com/,Thailand,,,google-verified,,,
Boutique Hotels & Hostels,Phranakorn Nornlen Bangkok,https://www.phranakorn-nornlen.com/,Thailand,,,google-verified,,,
Boutique Hotels & Hostels,Old Capital Bike Inn,http://www.oldcapitalbkk.com/,Thailand,,,google-verified,,,
Boutique Hotels & Hostels,Chern Hostel Bangkok,http://chernbangkok.com/,Thailand,,,google-verified,,,
Boutique Hotels & Hostels,Siri Poshtel Bangkok,https://www.hostelworld.com/hostels/p/273359/siri-poshtel-bangkok/,Bangkok,Hostel listed on Hostelworld (Bangkok),,hostelworld-scraped,,,
Boutique Hotels & Hostels,Tamni,https://www.hostelworld.com/hostels/p/313640/tamni/,Bangkok,Hostel listed on Hostelworld (Bangkok),,hostelworld-scraped,,,
Boutique Hotels & Hostels,Nomad Yard Hostel,https://www.hostelworld.com/hostels/p/333841/nomad-yard-hostel/,Bangkok,Hostel listed on Hostelworld (Bangkok),,hostelworld-scraped,,,
